일련번호,등록상태,발명의 명칭,IPC 번호,등록번호,등록일자,출원번호,출원일자,공개번호,공개일자,공고번호,공고일자,초록,큰 이미지 경로,이미지 경로,출원인
11,공개,코로나 19 바이러스 감염 질환의 예방 또는 치료용 약학조성물,A61K 31/58|A61K 31/325|A61K 9/00|A61P 31/14,,,1020210107556,20210813,1020220021888,20220222,,,본 발명은 부데소니드 또는 포르모테롤을 포함하는 코로나 19 예방 또는 치료용 약학조성물에 관한 것으로 코로나 19 치료제로 알려진 렘데시비르 주사제제 및 시클레소니드 흡입제제보다도 바이러스 억제에 더욱 우수한 효과를 나타낸다.,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c935c61c8aee2c2151a07d7f494fd40a0b032a50bf5cefb8bb6ca1a6ca910fd6f354e265968e5f99623259d8e289ee9b3643300cc4c5ea5ab04,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf0563b1653fd38935e1507eafaed8e5eee973e58e00aaf945d17c735e72fcb213bf029023c4238ce78462eac231b8182580206ca4d1ccb269,한국유나이티드제약 주식회사
12,공개,트리플루오페라진 또는 이의 유사체를 유효성분으로 포함하는 코로나바이러스 감염증의 예방 및 치료용 약학 조성물,A61K 31/546|A61P 31/14,,,1020210106683,20210812,1020220022454,20220225,,,"본 발명은 트리플루오페라진 및 이의 유사체를 포함하는 코로나바이러스 감염증의 예방 및 치료용 약학 조성물에 관한 것으로, 본 발명의 트리플루오페라진 또는 이의 유사체는 코로나바이러스의 세포진입 및 세포감염에 대해 현저한 억제 효과를 나타내며, 특히, SARS-CoV-2의 스파이크 단백질과 이의 수용체인 ACE2의 상호작용에 의한 내세포작용과 카텝신 B/L 매개 바이러스 스파이크 단백질 절단으로 이어지는 코로나바이러스의 세포진입 경로를 효과적으로 억제한다. 또한, 카모스탯(Camostat), 나파모스탯(Nafamostat)과 같은 TMPRSS2를 통한 코로나바이러스의 세포진입경로 억제제와 병용하는 경우, 더욱 효과적으로 코로나바이러스의 감염을 억제할 수 있다. 따라서, 코로나바이러스 감염증의 예방 또는 치료에 유용하다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93654bf3b0154b93c897b1e158d751644073bd2f7adb8e7581e9494667998ddd3edb889c07b4883a61f5d52c9a1d458a928928453b0b679fe1,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf8542801401616c50712392894d6b1affd410dcfe0828cd22c8f5090e1693cc1fa011a431100a8cfe878cc087d0e8815ea5ccc854a9526d81,기초과학연구원
13,공개,코로나바이러스에 대한 항바이러스용 조성물,C07K 16/10|A61P 31/14|A23L 33/18|A61K 39/00,,,1020210104262,20210809,1020220018952,20220215,,,"본 발명은 코로나바이러스에 대한 항바이러스용 조성물에 관한 것으로, 보다 상세하게는 서열번호 1로 표시되는 중쇄 CDR1(VH CDR1), 서열번호 2로 표시되는 VH CDR2, 및 서열번호 3으로 표시되는 VH CDR3, 서열번호 4로 표시되는 경쇄 CDR1(VL CDR1), 서열번호 5로 표시되는 VL CDR2 및 서열번호 6으로 표시되는 VL CDR3을 포함하는 항체 또는 이의 단편을 포함함으로써 코로나바이러스에 대한 우수한 항바이러스 효과를 나타내고, 코로나바이러스에 의해 유발되는 질환의 예방, 치료 또는 개선 효과를 나타낸다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9351e6d9a12949328b5a2327d1e2f672eab089e186ee2a5aaee752628e637538aed60c956d5f0188f5a9a19b1f12441b467bf042f15a0e1640,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf5e05378ec6fc136223c89b8a7e2f65697c42c65da0893a13569a32462e3d9a375a8e33afe4fab59d5c981697863fec60bf74063db4931bcb,주식회사 노블젠
14,공개,코로나바이러스 슈퍼패밀리에 중화 활성을 갖는 결합 분자,C07K 16/10|G01N 33/569|A61P 31/14|A61K 39/00,,,1020210097373,20210723,1020220013344,20220204,,,"본 발명은 코로나바이러스 슈퍼패밀리에 중화 활성을 갖는 결합 분자에 관한 것이다. 보다 구체적으로는, 본 발명의 결합 분자는 사스-코로나바이러스-2(SARS-CoV-2) 야생형 및 향후 발생 가능한 변이 바이러스뿐만 아니라, 인간에게 감염되어 치명적인 질병을 유발하는 사스-코로나바이러스-1(SARS-CoV-1), 중동호흡기증후군 코로나바이러스 (MERS-CoV) 등을 포함한 인간에게 감염 가능성이 있는 다양한 코로나바이러스 종에 대한 우수한 결합 능력을 가지고, 우수한 중화 효과를 나타내므로, 코로나바이러스로 인하여 발생하는 질환에 대한 진단, 예방 또는 치료에 매우 유용하다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9304e94d2d1bb0d3a958da699702400d2dba966bed45b904031286b884bda46ee2bb688f18ab33679a1ccab6b988d19c858d4cb75686651adc,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf391d812f672f6ab9b50e04d2a1ff40e560b8d7a7787759bde591d1599001fbd50d96454728b8fc1ef561c36cdf6341b4ce803a7a09db83b2,(주)셀트리온|대한민국(질병관리청장)
15,공개,사스-코로나바이러스-2 스파이크 단백질의 에피토프에 결합하는 사스-코로나바이러스-2 중화 결합 분자,C07K 16/10|G01N 33/569|A61P 31/14|A61K 39/00,,,1020210096237,20210722,1020220012826,20220204,,,"본 발명은 사스-코로나바이러스-2 스파이크 단백질의 에피토프에 결합하는 사스-코로나바이러스-2 중화 결합 분자에 관한 것이다. 본 발명의 결합 분자는 사스-코로나바이러스-2 표면의 스파이크 단백질의 RBD 내 특정 에피토프에 특이적으로 결합하고, 우수한 결합 능력을 가지며, 사스-코로나바이러스-2에 우수한 중화 효과를 가지므로, 사스-코로나바이러스 감염증(COVID-19)에 대한 진단, 예방 또는 치료에 매우 유용하다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9304e94d2d1bb0d3a958da699702400d2d2d7f7a7d02886d602846622312022d4243b121164133bfbd84e77eaf43378a59ce08ccf85a8cb3eb,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf391d812f672f6ab9b50e04d2a1ff40e52868f9484ccec80bf5377c1b32f5f2b0c9f930a609ce44f4e3fd13a2f05f15390906facea82fde1a,(주)셀트리온
16,공개,중증급성호흡기증후군 코로나바이러스 2 감염 예방용 백신 조성물,A61K 39/215|A61P 31/14|C07K 14/005,,,1020210094405,20210719,1020220010465,20220125,,,"본 발명은 중증급성호흡기증후군 코로나바이러스 2 감염 예방용 백신 조성물에 관한 것이다. 본 발명에 따른 중증급성호흡기증후군 코로나바이러스 2 감염 예방용 백신 조성물은 SARS-CoV-2에 대한 항원으로 Spike와, ORF3a 또는 nucleocapsid를 포함한다. 상기 백신 조성물은 1종의 항원을 포함하는 것에 비해 다수의 동시 발현되는 항원에 의한 현저한 항체 면역반응 및 T세포 면역반응 유도효과가 있는바, 중증급성호흡기증후군 코로나바이러스 2 감염 예방 분야에서 다양하게 활용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c938a2134dd335862c7ad17f31452c6059db7cee4ee994d447cf2dd42819bf0d1330a6c47ffe7ca47c89fb4d76337329b4c9198e1e6cbd0a3ad,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf9b14948fb1374d4895697a9c06d4f166fd36dd71892df008e09bb5731b684eb23cb219cd7c68c31ed4202e3b2aa657ac4f890f881cfc8b55,진원생명과학 주식회사|대한민국(질병관리청장)
17,공개,사스-코로나바이러스 감염증을 예방 또는 치료하기 위한 투여 요법,C07K 16/10|A61K 45/06|A61P 31/14|A61K 39/00,,,1020210093171,20210715,1020220010456,20220125,,,"본 출원은 사스-코로나바이러스-2에 대하여 중화 활성을 갖는 단일클론 항체를 투여하여 사스-코로나바이러스 감염증(COVID-19)을 예방 또는 치료하는 방법에 관한 것이다. 본 발명에 따른 예방 또는 치료방법, 조성물, 키트 또는 용도는 사스-코로나바이러스-2에 대하여 중화 활성을 갖는 단일클론 항체의 조성물을 투여하여 사스-코로나바이러스 감염증(COVID-19)이 예방 또는 치료될 수 있도록 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c938a2134dd335862c7ad17f31452c6059d42df4fcb34622fc52ad65f577ca12fc3b40391dd2cbc7948b8085a48a781d47ff48b49fcf664d9b3,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf9b14948fb1374d4895697a9c06d4f1665db33746bac0ffd03a7b2d53b2f0d7593f312c2d720ba28c5f35b51231ada5a3416b1e9d4d4cac31,(주)셀트리온
18,등록,코로나 바이러스 진단용 조성물 및 이의 용도,C07K 16/10|G01N 33/569|G01N 33/553|G01N 33/558|G01N 33/53|A61B 10/00,1023649970000,20220215,1020210085331,20210630,,,,20220221,"본 발명은 코로나 바이러스 진단용 조성물 및 이의 용도에 관한 것으로, 본 발명에 따르면 코로나바이러스(SARS-CoV-2)를 높은 민감도 및 특이도로 검출하는 것이 가능하다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93db8c711545bc46b8295027836b5fbefa9699b38761c076dd50a7c970571b59fd7f729de0dbddbbd5df6b0429c48545b8d327e6c2f711ec29,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf7c0c15519f7dd8b3679a9ff991b5cce6a65139c04ee4469959912f523f8d2688e3e48941c32c18405471ca4d6beed5edae9dc54c290eda29,에스디바이오센서 주식회사
19,공개,코로나-19 바이러스의 스파이크 단백질의 에스터가수분해효소 활성을 이용한 코로나 바이러스 감염증 치료제 스크리닝 키트 및 상기 키트를 이용하여 스크리닝된 물질을 포함하는 코로나 바이러스 감염증의 예방 또는 치료용 약학 조성물,C12Q 1/44|A23L 29/00,,,1020210086123,20210630,1020220002156,20220106,,,"본 발명은 코로나-19 바이러스(COVID-19, Coronavirus Disease 2019)의 재조합 스파이크 단백질의 에스터가수분해효소의 활성의 발견 및 이를 이용한 코로나-19 바이러스의 치료법 개발에 관한 것이다. 자세하게는 본 발명자들은 코로나-19 바이러스의 스파이크 단백질(Spike protein)의 S1 서브유닛과 S2 서브유닛이 각각 높은 에스터가수분해효소의 활성을 나타내는 것을 최초로 확인하였고, 이 코로나-19 바이러스의 스파이크 단백질의 에스터가수분해효소의 활성에 기반하여, 상기 효소의 활성을 저해하는 물질을 선별하는 방식의 코로나-19 바이러스 치료제의 개발 방법을 고안하였다. 또한, 본 발명은 상기 방법을 통해 선별된, 에스터가부수분해효소를 억제하는 물질을 코로나-19 바이러스 감염증의 치료제로 제공한다. 선별된 물질은 코로나-19 바이러스의 스파이크 단백질의 에스터가수분해효소의 활성을 저해함으로써 바이러스의 세포 감염(cell infection) 또는 세포로부터의 방출(release0 과정을 저해하고, 이를 통해 바이러스의 체내 증식을 억제하여 코로나-19 바이러스의 감염증을 치료할 수 있는 효과가 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93114126a4c8dfb48574a8d12f48c581dc4aa56a359dbf1857407a7a4c246037c7b39f02f7d2bd9403df0231c10ffc84eea7984350f2091616,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf6ea170d0e44420aee575b9fd657f761a94c0396af6af491226af1df6d7e1d8e10e343c217ddecd569f841b406a4ad723963f348a9617f4d2,포항공과대학교 산학협력단
20,공개,나노 크기의 산화 그래핀 복합체를 포함하는 코로나바이러스 감염증의 예방 또는 치료용 약학적 조성물 및 이를 이용한 방법,A61K 33/44|A61K 9/14|A61P 31/14|A01N 59/00|A23L 33/16|A23L 29/00|A23K 10/40|A61L 2/16,,,1020210084753,20210629,1020220002142,20220106,,,"나노 크기의 산화 그래핀을 포함하는 코로나바이러스 감염 또는 감염 질환의 예방 또는 치료용 약학적 조성물, 소독용 조성물, 건강기능성식품 또는 사료용 조성물, 및 이들을 이용한 방법을 제공한다. 나노 크기의 산화 그래핀은 항-코로나바이러스 활성이 있으므로, 상기 산화 그래핀을 코로나바이러스 감염 질환의 예방 또는 치료, 또는 코로나바이러스의 소독에 사용할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93114126a4c8dfb48574a8d12f48c581dc4131a31ce914b86e01ed735d99bbb1647005ea52e53a61c874f4c0ad0e7991b9a6d5312d29486a02,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf6ea170d0e44420aee575b9fd657f761adbceb25c74dcbddf53816a2c866d6cfb174a87dfd5a8a29208611c40fda1d00ce001bfac0a47f418,주식회사 바이오고|서울대학교산학협력단
21,공개,항-Ang2 항체를 포함하는 코로나바이러스 감염증을 치료하기 위한 조성물 및 그의 용도,C07K 16/22|A61P 31/14|A61K 39/00,,,1020210084790,20210629,1020220002143,20220106,,,항-Ang2 항체를 포함하는 코로나바이러스 감염증을 치료하기 위한 조성물 및 그의 용도를 제공한다.,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93114126a4c8dfb48574a8d12f48c581dc4131a31ce914b86e01ed735d99bbb1647bf06028d4b1831dca2490f48911f6b458bce92c2c36debc,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf6ea170d0e44420aee575b9fd657f761adbceb25c74dcbddf53816a2c866d6cfb17077bdd6cdea4ffe5a834202dfdae598c8bebb7a85a4a56,삼성전자주식회사|삼성바이오에피스 주식회사
22,공개,코로나19 백신 접종자 착용식 식별 장신구,G09F 3/02|A44C 5/00|A44C 15/00|B41M 5/24|B41M 1/40|B41M 1/28,,,2020210001883,20210617,2020210002017,20210908,,,"본 고안은 정부의 코로나19 백신 접종 장려문화에 도움을 주기 위함과 백신접종 인센티브를 이용함에 있어 백신접종자가 대중에게 육안으로 쉽게 접종자라는 사실을 간단하게 알리기 위함에 있다. 또한, 현재 백신접종증명서류를 별도 가지고 다니지 않아도 되며, 식별 장신구를 몸에 지니고 다니기 때문에 휴대성이 뛰어나고 시간적, 공간적 제약을 받지 않는다는 점에서 이로운 착용 식별 장신구이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c931c8a4f11df675a8d994bb2d1e71684f42201ff18249afd8e6cc283fa4fa5259a996cac00e666fc383f4c473f6210af7d6991463db027e4ae,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cff240fbd6599e2ee6e517bebd75878ad142452955aafe09359564b2fb5b8323e569af15646e3854e6ea1cd2b6dbee885419b14851e2eb8005,기진규
23,공개,신규한 코로나 바이러스의 에피토프 및 이의 용도,C07K 14/00|C12N 5/0783|A61K 39/12|A61P 31/12,,,1020210076585,20210614,1020210155366,20211222,,,"본 발명은 인간에게 감염을 일으키는 것으로 알려진 베타 코로나 바이러스에 보존이 잘 되어 있는 CR 펩타이드(conserved region)에 대한 T 세포 에피토프를 발굴한 것으로, 본 발명을 이용한다면 바이러스의 외피 단백질 변이로 인해 기존의 항체로는 대응이 불가능한 신종 베타 코로나 바이러스까지 커버할 수 있는 T 세포 백신으로 활용이 가능하다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93be0a03f0d8f01d5bdfc7ae53b5de63dce872f6fb0bf54eacb5d026e0628125454454c3bb02cbf173d6c4d6f5f86439066b1ca4f8b9161b4e,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfcd0a72d00e4cd4f370c5385d69ccb2f0f7174b337b3e52939ad5ddd2ebd6d4910c77b220b8d9e1fd9589d4e83be865405296657956b28984,한국과학기술원
24,공개,코로나바이러스 슈퍼패밀리에 중화 활성을 갖는 결합 분자,C07K 16/10|G01N 33/569|A61P 31/14|A61K 39/00,,,1020210075095,20210609,1020220013311,20220204,,,"본 발명은 코로나바이러스 슈퍼패밀리에 중화 활성을 갖는 결합 분자에 관한 것이다. 보다 구체적으로는, 본 발명의 결합 분자는 사스-코로나바이러스-2(SARS-CoV-2) 야생형 및 향후 발생 가능한 변이 바이러스뿐만 아니라, 인간에게 감염되어 치명적인 질병을 유발하는 사스-코로나바이러스(SARS-CoV), 중동호흡기증후군 코로나바이러스 (MERS-CoV) 등을 포함한 인간에게 감염 가능성이 있는 다양한 코로나바이러스 종에 대한 우수한 결합 능력을 가지고, 우수한 중화 효과를 나타내므로, 코로나바이러스로 인하여 발생하는 질환에 대한 진단, 예방 또는 치료에 매우 유용하다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9304e94d2d1bb0d3a958da699702400d2dbc74d54796baa19ff8dd9c0376f24db597e099bc42129af3c797c4b5650f7df915af9fe4e9cad452,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf391d812f672f6ab9b50e04d2a1ff40e54266e30bfb505288e18fb513912aa39df9b26a733c6bf9c67ece552133fe967100d0287dae9021f7,(주)셀트리온|대한민국(질병관리청장)
25,공개,사스-코로나바이러스-2 S 단백질의 에피토프에 결합하는 사스-코로나바이러스-2 중화 결합 분자,C07K 16/10|G01N 33/569|A61P 31/14|A61K 39/00,,,1020210075093,20210609,1020220012810,20220204,,,"본 발명은 사스-코로나바이러스-2 S 단백질의 에피토프에 결합하는 사스-코로나바이러스-2 중화 결합 분자에 관한 것이다. 본 발명의 결합 분자는 사스-코로나바이러스-2 표면의 스파이크 단백질의 RBD 내 특정 에피토프에 특이적으로 결합하고, 우수한 결합 능력을 가지며, 사스-코로나바이러스-2에 우수한 중화 효과를 가지므로, 사스-코로나바이러스 감염증(COVID-19)에 대한 진단, 예방 또는 치료에 매우 유용하다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9304e94d2d1bb0d3a958da699702400d2dbc74d54796baa19ff8dd9c0376f24db5a404bd342ea916a6431e3e9b33d90289ec14659f0cfe185b,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf391d812f672f6ab9b50e04d2a1ff40e54266e30bfb505288e18fb513912aa39d2e6cbe03ed67d3701ed360e81c3ca8cf0ea0e68479dda0b1,(주)셀트리온
26,공개,이중가닥 올리고뉴클레오티드 및 이를 포함하는 코로나바이러스감염증-19〔COVID-19〕치료용 조성물,C12N 15/113|A61K 31/713|A61K 48/00|A61K 9/14|A61K 9/19|A61P 31/14,,,1020210065460,20210521,1020210144601,20211130,,,"본 발명은 SARS-Cov-2(Severe acute respiratory syndrome coronavirus 2)의 증식을 매우 특이적이고 높은 효율로 저해할 수 있는 이중가닥 올리고뉴클레오티드, 바람직하게는 RNA/RNA, DNA/DNA, 또는 DNA/RNA hybrid 형태의 서열을 포함하는 이중가닥 올리고뉴클레오티드, 상기 이중가닥 올리고뉴클레오티드를 포함하는 이중가닥 올리고뉴클레오티드 구조체 및 나노입자, 및 이의 코로나바이러스감염증-19 치료 용도에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c930ca1914b677dcb98e91b2f8c42e2119fc3dc69985e224f9ca087737e807167e4a1f56ec3fe95b03122af45af10c8a86c93ff0932dbd0c321,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf353de3b657754eb423ccee2e6dc8e03f019f08fc4ddd41e2498ed7da649b8eea3939ade41b06c677bd32143322e62dfc39d62c4291a58bd2,(주)바이오니아|㈜ 써나젠테라퓨틱스
27,공개,초피 잎 추출물을 유효성분으로 포함하는 코로나 바이러스 치료제,A61K 36/758|A61K 31/7048|A61K 31/11|A61K 31/045|A61K 31/194|A61P 31/14|A23L 33/105,,,1020210061165,20210512,1020210139180,20211122,,,"본 발명은 초피(Zanthoxylum piperitum) 잎 추출물, 이의 분획물 또는 이로부터 분리된 화합물을 유효성분으로 함유하는, 코로나바이러스 감염의 예방, 경감 또는 치료용 약학적 조성물 및 코로나바이러스 감염의 예방 또는 개선용 식품 조성물에 관한 것이다. 본 발명에 따른 초피 잎 추출물, 이의 분획물 또는 이로부터 분리한 활성화합물로서 쿼세틴-3-O-알파-L-람노사이드 및/또는 캠퍼롤-3-O-알파-L-람노사이드는 포유동물에서 호흡기 질환, 소화기 질환, 간질환, 뇌질환 등을 일으키는 바이러스인 코로나바이러스, 특히 코로나-19 바이러스에 대한 우수한 항바이러스 활성을 나타내므로, 코로나바이러스의 감염에 의한 질환의 예방, 개선 또는 치료를 위한 의약품 및 식품 등에 유용하게 이용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9321681d59d4851898e30d69052e5b28d7321ad3c9deb1d1cbfb43a7bfd1a41d000ec9d0999346e9c32a3370bd1aff983a045f127fa4a69f2d,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf1127688fe3392fb7cb5d6b78a176afe43a670ae73e6fe2a54f8c19c8db63f9dc4ebc7d26e19e98aa0f348b15d1efcef199f7677c975ad54c,메콕스큐어메드 주식회사|주식회사 중앙오션
28,공개,면역 조절제 및 이를 포함하는 백신 조성물을 이용하는 코로나 바이러스 감염의 예방 또는 치료 방법,A61K 39/39|A61K 39/215|A61P 31/14|A61K 35/74|A61K 39/00,,,1020210058920,20210507,1020210137402,20211117,,,"본 개시는 치료학적 유효량의 면역 조절제를 이를 필요로 하거나 또는 코로나 바이러스 감염의 위험이 있는 환자에게 투여하는 것을 포함하는, 코로나 바이러스 감염의 치료 또는 예방 방법을 제공한다. 약학적 유효량의 면역 조절제를 포함하는 백신 조성물도 제공된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c932372d3f104f3b22b5d6fd11ab6a9dc18f36e6504027b413fc3bf853a526b369045809b53fc129742067472c39346338292d79cb885227399,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf14190df148081e82c93aa31c79efa4162e4ac7b65c99746d9ff84fc24658e25a07695df4ea406d2b16a7f20329ac3ea05ddfbe59c93e90cb,어드바젠 바이오파르마 컴퍼니 리미티드
29,공개,제2형 중증급성호흡기증후군 코로나바이러스에 대한 감수성이 증가된 동물모델용 형질전환 돼지 및 이의 제조방법,A01K 67/027|C12N 15/85,,,1020210058660,20210506,1020210136873,20211117,,,"본 발명은 돼지에서 인간 안지오텐신 전환효소 2(Angiotensin-converting enzyme 2, ACE2)를 발현시키기 위한 재조합 벡터를 제조하고, 이를 이용하여 제조한 형질전환 세포주와 형질전환 돼지에 관한 것으로, 본 발명에 따르면 상기 형질전환 세포주 및 형질전환 돼지는 인간 ACE2를 발현하며, SARS-CoV-2에 대하여 높은 감수성을 보이는 바, 이를 SARS-CoV-2에 대한 연구 또는 상기 바이러스 감염 질환의 예방 또는 치료제 개발을 위한 비임상 동물모델로서 유용하게 활용할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c932372d3f104f3b22b5d6fd11ab6a9dc18f36e6504027b413f979819988205c3cef9e3482d45e06816c878bba791b01ee96af84b384528e2c2,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf14190df148081e82c93aa31c79efa4162e4ac7b65c99746dd8d9df60d1f4a5c755a659abd628846b54477da38a0bf51bfa25b10b35bd85d3,주식회사 옵티팜
30,공개,코로나의 치료방법에 대한 고찰,A61K 45/06|A61P 31/14,,,1020210057576,20210504,1020210060376,20210526,,,"① 자연적인 치료책인 이온결합 : 소금(자연산) 특히 대한민국에서 생산된 자연소금  ② 배위결합 : NH3  +  + F  -  , He  ③ 착이온 : NH4  +(  루이스산), NH3 + 리간드(결합), 니티로소디움  구리2+ + 2NH3 + 2H2O → 구리(OH2) + 2NH4 + 구리  [cr(H2O)6] + 2 → d오피탈 정의(방이 5개)  BF3(2)+NH3 → F3BNH3  헤모글로빈, [co(NH3)6]CL3  ④ 금속결합 : 아연+2 아연+2 → 산화아연(양쪽성원소 : Al, Zn, Pb, Sn)  ⑤ 전이원소 : 스칸듐, 바나듐, 타나니움(73), 하시움(108)  ⑥ 수소결합 : CH3 CH2CH2OH, NH3CH3COOH  ⑦ 유기화학 : 페놀, 신남알데하이드, 사과산, 반코마이신, 주석산나트륨, 젖산리튬, 모세티노스타트, 에텐자마이드",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93b9d11a69450b11639e5c1323398e2a65bf2195e068cdd3e232dcb30f17a0265a26605b5ca4218b86e7b4f15795b4fb55e98c718ad6db0eff,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfe29e7aacaab4e5f8159deddf0b03757671ca15291cc5f0fd9a9a88fac3589a2dfc3250925c48b862e587ab1700b04264b4d3137ce417460f,김문호
31,공개,코로나 바이러스 억제용 펩타이드 및 그 용도,C07K 7/08|C07K 14/00|C07K 14/005|A61K 38/00|A61P 31/14,,,1020217026804,20210503,1020210136998,20211117,,,"본 발명은 코로나바이러스 N-단백질에 결합하는 서열번호 1, 서열번호 6 및 서열번호 8로 구성된 군으로부터 선택된 하나의 펩타이드, 코로나바이러스 유래 스파이크 단백질 또는 그 스파이크 단백질 절편을 유효성분으로 포함하는 코로나바이러스에 대한 치료용 조성물 및 코로나바이러스 유래 스파이크 단백질 또는 그 스파이크 단백질 절편을 유효성분으로 포함하는 코로나바이러스 N-단백질에 결합하는 조성물에 관한 것으로, 본 발명의 코로나바이러스 S 단백질과 N 단백질의 상호 작용의 이해 및 표적화에 기초한 본 발명의 펩타이드들은 MERS-CoV 및 SARS-CoV-2 및 SARS-CoV 및 HCoV-OC43를 포함하는 코로나바이러스들에 대한 치료에 도움이 될 수 있는 효과가 있다는 것을 제안한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c932372d3f104f3b22b5d6fd11ab6a9dc1854cd4bf2b9a20239e12b833f778cfefda79d53321bacb997eb4a9750dd02b4abf0baea67d92d2059,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf14190df148081e82c93aa31c79efa416c231188a1066b0ec5a7fa190f48a7b5b045cebb2352d67a59f5ef2b2379cb6885efb5632288574f1,한림대학교 산학협력단
